name,layer,module,shape,dtype,base_fro,diff_fro,rel_fro,diff_absmax,n_changed_frac
model.layers.11.self_attn.o_proj.weight,11,o_proj,3584x3584,torch.bfloat16,55.2630500793457,3.6396217346191406,0.06585995035368906,0.01220703125,0.9678772687911987
model.layers.11.self_attn.q_proj.bias,11,q_proj,3584,torch.bfloat16,114.61936950683594,0.0,0.0,0.0,0.0
model.layers.11.self_attn.q_proj.weight,11,q_proj,3584x3584,torch.bfloat16,64.20941925048828,3.3901073932647705,0.05279766477936164,0.012542724609375,0.9598906636238098
model.layers.11.self_attn.v_proj.bias,11,v_proj,512,torch.bfloat16,1.653372883796692,0.0,0.0,0.0,0.0
model.layers.11.self_attn.v_proj.weight,11,v_proj,512x3584,torch.bfloat16,19.79438018798828,1.1109105348587036,0.05612252186268664,0.0076904296875,0.9620083570480347
model.layers.12.input_layernorm.weight,12,input_layernorm,3584,torch.bfloat16,54.82129669189453,0.0,0.0,0.0,0.0
model.layers.12.mlp.down_proj.weight,12,down_proj,3584x18944,torch.bfloat16,134.86900329589844,0.0,0.0,0.0,0.0
model.layers.12.mlp.gate_proj.weight,12,gate_proj,18944x3584,torch.bfloat16,135.5494384765625,0.0,0.0,0.0,0.0
model.layers.12.mlp.up_proj.weight,12,up_proj,18944x3584,torch.bfloat16,135.9744873046875,0.0,0.0,0.0,0.0
model.layers.12.post_attention_layernorm.weight,12,post_attention_layernorm,3584,torch.bfloat16,49.13087463378906,0.0,0.0,0.0,0.0
model.layers.12.self_attn.k_proj.bias,12,k_proj,512,torch.bfloat16,25.71873664855957,0.0,0.0,0.0,0.0
model.layers.12.self_attn.k_proj.weight,12,k_proj,512x3584,torch.bfloat16,26.824262619018555,1.229978322982788,0.045853201650013914,0.00848388671875,0.9563162922859192
model.layers.12.self_attn.o_proj.weight,12,o_proj,3584x3584,torch.bfloat16,55.58864974975586,3.477269411087036,0.06255358650984877,0.010009765625,0.965972900390625
model.layers.12.self_attn.q_proj.bias,12,q_proj,3584,torch.bfloat16,88.08363342285156,0.0,0.0,0.0,0.0
model.layers.12.self_attn.q_proj.weight,12,q_proj,3584x3584,torch.bfloat16,62.248077392578125,3.471912384033203,0.05577541555439528,0.009033203125,0.9653221964836121
model.layers.12.self_attn.v_proj.bias,12,v_proj,512,torch.bfloat16,1.7421482801437378,0.0,0.0,0.0,0.0
model.layers.12.self_attn.v_proj.weight,12,v_proj,512x3584,torch.bfloat16,20.58383560180664,1.245436429977417,0.06050555659646374,0.009765625,0.9644737243652344
model.layers.13.input_layernorm.weight,13,input_layernorm,3584,torch.bfloat16,58.46418380737305,0.0,0.0,0.0,0.0
model.layers.13.mlp.down_proj.weight,13,down_proj,3584x18944,torch.bfloat16,132.7661590576172,0.0,0.0,0.0,0.0
model.layers.13.mlp.gate_proj.weight,13,gate_proj,18944x3584,torch.bfloat16,138.33941650390625,0.0,0.0,0.0,0.0
model.layers.13.mlp.up_proj.weight,13,up_proj,18944x3584,torch.bfloat16,134.4014129638672,0.0,0.0,0.0,0.0
model.layers.13.post_attention_layernorm.weight,13,post_attention_layernorm,3584,torch.bfloat16,49.37841796875,0.0,0.0,0.0,0.0
model.layers.13.self_attn.k_proj.bias,13,k_proj,512,torch.bfloat16,62.11220932006836,0.0,0.0,0.0,0.0
model.layers.13.self_attn.k_proj.weight,13,k_proj,512x3584,torch.bfloat16,25.605587005615234,1.2338327169418335,0.0481860742607173,0.0087890625,0.9577244520187378
model.layers.13.self_attn.o_proj.weight,13,o_proj,3584x3584,torch.bfloat16,57.490684509277344,3.3054959774017334,0.05749620143883174,0.01019287109375,0.96587735414505
model.layers.13.self_attn.q_proj.bias,13,q_proj,3584,torch.bfloat16,77.86427307128906,0.0,0.0,0.0,0.0
model.layers.13.self_attn.q_proj.weight,13,q_proj,3584x3584,torch.bfloat16,61.010520935058594,3.460209369659424,0.05671496188899244,0.011322021484375,0.9640460014343262
model.layers.13.self_attn.v_proj.bias,13,v_proj,512,torch.bfloat16,0.8435591459274292,0.0,0.0,0.0,0.0
model.layers.13.self_attn.v_proj.weight,13,v_proj,512x3584,torch.bfloat16,22.4603214263916,1.1506686210632324,0.05123117337542461,0.0072021484375,0.9565473198890686
model.layers.14.input_layernorm.weight,14,input_layernorm,3584,torch.bfloat16,63.546268463134766,0.0,0.0,0.0,0.0
model.layers.14.mlp.down_proj.weight,14,down_proj,3584x18944,torch.bfloat16,133.95664978027344,0.0,0.0,0.0,0.0
model.layers.14.mlp.gate_proj.weight,14,gate_proj,18944x3584,torch.bfloat16,135.9489288330078,0.0,0.0,0.0,0.0
model.layers.14.mlp.up_proj.weight,14,up_proj,18944x3584,torch.bfloat16,135.40969848632812,0.0,0.0,0.0,0.0
model.layers.14.post_attention_layernorm.weight,14,post_attention_layernorm,3584,torch.bfloat16,51.23768615722656,0.0,0.0,0.0,0.0
model.layers.14.self_attn.k_proj.bias,14,k_proj,512,torch.bfloat16,22.05521583557129,0.0,0.0,0.0,0.0
model.layers.14.self_attn.k_proj.weight,14,k_proj,512x3584,torch.bfloat16,25.308452606201172,1.291367530822754,0.051025147642030796,0.0095367431640625,0.9618296027183533
model.layers.14.self_attn.o_proj.weight,14,o_proj,3584x3584,torch.bfloat16,54.586673736572266,3.094952344894409,0.056697947191840646,0.013916015625,0.9611796140670776
model.layers.14.self_attn.q_proj.bias,14,q_proj,3584,torch.bfloat16,85.22459411621094,0.0,0.0,0.0,0.0
model.layers.14.self_attn.q_proj.weight,14,q_proj,3584x3584,torch.bfloat16,59.85979080200195,3.431349039077759,0.057323104426268735,0.01239013671875,0.9652554392814636
model.layers.14.self_attn.v_proj.bias,14,v_proj,512,torch.bfloat16,2.0026698112487793,0.0,0.0,0.0,0.0
model.layers.14.self_attn.v_proj.weight,14,v_proj,512x3584,torch.bfloat16,19.7587947845459,1.130690336227417,0.05722466114743865,0.00872802734375,0.9627527594566345
model.layers.15.input_layernorm.weight,15,input_layernorm,3584,torch.bfloat16,53.99984359741211,0.0,0.0,0.0,0.0
model.layers.15.mlp.down_proj.weight,15,down_proj,3584x18944,torch.bfloat16,134.9676513671875,0.0,0.0,0.0,0.0
model.layers.15.mlp.gate_proj.weight,15,gate_proj,18944x3584,torch.bfloat16,134.334228515625,0.0,0.0,0.0,0.0
model.layers.15.mlp.up_proj.weight,15,up_proj,18944x3584,torch.bfloat16,136.9013214111328,0.0,0.0,0.0,0.0
model.layers.15.post_attention_layernorm.weight,15,post_attention_layernorm,3584,torch.bfloat16,51.83001708984375,0.0,0.0,0.0,0.0
model.layers.15.self_attn.k_proj.bias,15,k_proj,512,torch.bfloat16,33.996070861816406,0.0,0.0,0.0,0.0
model.layers.15.self_attn.k_proj.weight,15,k_proj,512x3584,torch.bfloat16,26.498058319091797,1.1734274625778198,0.04428352630397706,0.0084228515625,0.9556432366371155
model.layers.15.self_attn.o_proj.weight,15,o_proj,3584x3584,torch.bfloat16,55.3022575378418,3.5039875507354736,0.06336066024678635,0.009983062744140625,0.9672861695289612
model.layers.15.self_attn.q_proj.bias,15,q_proj,3584,torch.bfloat16,99.44635772705078,0.0,0.0,0.0,0.0
model.layers.15.self_attn.q_proj.weight,15,q_proj,3584x3584,torch.bfloat16,62.1768798828125,3.511475086212158,0.05647557569357597,0.010498046875,0.9642351269721985
model.layers.15.self_attn.v_proj.bias,15,v_proj,512,torch.bfloat16,1.3978468179702759,0.0,0.0,0.0,0.0
model.layers.15.self_attn.v_proj.weight,15,v_proj,512x3584,torch.bfloat16,20.84438705444336,1.1144368648529053,0.05346460233837113,0.006103515625,0.9597636461257935
model.layers.16.input_layernorm.weight,16,input_layernorm,3584,torch.bfloat16,67.4827651977539,0.0,0.0,0.0,0.0
model.layers.16.mlp.down_proj.weight,16,down_proj,3584x18944,torch.bfloat16,134.11846923828125,0.0,0.0,0.0,0.0
model.layers.16.mlp.gate_proj.weight,16,gate_proj,18944x3584,torch.bfloat16,134.15736389160156,0.0,0.0,0.0,0.0
model.layers.16.mlp.up_proj.weight,16,up_proj,18944x3584,torch.bfloat16,136.6593017578125,0.0,0.0,0.0,0.0
model.layers.16.post_attention_layernorm.weight,16,post_attention_layernorm,3584,torch.bfloat16,53.65161895751953,0.0,0.0,0.0,0.0
model.layers.16.self_attn.k_proj.bias,16,k_proj,512,torch.bfloat16,30.36789321899414,0.0,0.0,0.0,0.0
model.layers.16.self_attn.k_proj.weight,16,k_proj,512x3584,torch.bfloat16,23.770418167114258,1.2309497594833374,0.05178494340441699,0.00927734375,0.9617592692375183
model.layers.16.self_attn.o_proj.weight,16,o_proj,3584x3584,torch.bfloat16,57.12744140625,3.2806169986724854,0.05742628967649811,0.0098876953125,0.965117871761322
model.layers.16.self_attn.q_proj.bias,16,q_proj,3584,torch.bfloat16,71.73516845703125,0.0,0.0,0.0,0.0
model.layers.16.self_attn.q_proj.weight,16,q_proj,3584x3584,torch.bfloat16,59.471405029296875,3.676549196243286,0.06182045294595176,0.01116943359375,0.9663951396942139
model.layers.16.self_attn.v_proj.bias,16,v_proj,512,torch.bfloat16,1.0976611375808716,0.0,0.0,0.0,0.0
model.layers.16.self_attn.v_proj.weight,16,v_proj,512x3584,torch.bfloat16,22.406259536743164,1.1088920831680298,0.04949028111316841,0.0069580078125,0.9566323161125183
model.layers.17.input_layernorm.weight,17,input_layernorm,3584,torch.bfloat16,69.11229705810547,0.0,0.0,0.0,0.0
model.layers.17.mlp.down_proj.weight,17,down_proj,3584x18944,torch.bfloat16,134.33287048339844,0.0,0.0,0.0,0.0
model.layers.17.mlp.gate_proj.weight,17,gate_proj,18944x3584,torch.bfloat16,132.8008575439453,0.0,0.0,0.0,0.0
model.layers.17.mlp.up_proj.weight,17,up_proj,18944x3584,torch.bfloat16,137.4358367919922,0.0,0.0,0.0,0.0
model.layers.17.post_attention_layernorm.weight,17,post_attention_layernorm,3584,torch.bfloat16,55.21399688720703,0.0,0.0,0.0,0.0
model.layers.17.self_attn.k_proj.bias,17,k_proj,512,torch.bfloat16,22.611740112304688,0.0,0.0,0.0,0.0
model.layers.17.self_attn.k_proj.weight,17,k_proj,512x3584,torch.bfloat16,24.23771858215332,1.3490924835205078,0.055660869192279076,0.010498046875,0.964080274105072
model.layers.17.self_attn.o_proj.weight,17,o_proj,3584x3584,torch.bfloat16,56.83274841308594,3.810533285140991,0.06704819653352542,0.009307861328125,0.9701858162879944
model.layers.17.self_attn.q_proj.bias,17,q_proj,3584,torch.bfloat16,77.7809066772461,0.0,0.0,0.0,0.0
model.layers.17.self_attn.q_proj.weight,17,q_proj,3584x3584,torch.bfloat16,61.21364974975586,3.70371413230896,0.06050471010060516,0.0107421875,0.9654824137687683
model.layers.17.self_attn.v_proj.bias,17,v_proj,512,torch.bfloat16,1.3794001340866089,0.0,0.0,0.0,0.0
model.layers.17.self_attn.v_proj.weight,17,v_proj,512x3584,torch.bfloat16,22.07790756225586,1.1539397239685059,0.05226671597906625,0.0087127685546875,0.9595124125480652
model.layers.18.input_layernorm.weight,18,input_layernorm,3584,torch.bfloat16,66.10709381103516,0.0,0.0,0.0,0.0
model.layers.18.mlp.down_proj.weight,18,down_proj,3584x18944,torch.bfloat16,136.90432739257812,0.0,0.0,0.0,0.0
model.layers.18.mlp.gate_proj.weight,18,gate_proj,18944x3584,torch.bfloat16,132.34999084472656,0.0,0.0,0.0,0.0
model.layers.18.mlp.up_proj.weight,18,up_proj,18944x3584,torch.bfloat16,139.77610778808594,0.0,0.0,0.0,0.0
model.layers.18.post_attention_layernorm.weight,18,post_attention_layernorm,3584,torch.bfloat16,55.72322463989258,0.0,0.0,0.0,0.0
model.layers.18.self_attn.k_proj.bias,18,k_proj,512,torch.bfloat16,21.95378875732422,0.0,0.0,0.0,0.0
model.layers.18.self_attn.k_proj.weight,18,k_proj,512x3584,torch.bfloat16,23.11329460144043,1.345399260520935,0.058208891623658415,0.0087890625,0.9643598198890686
model.layers.18.self_attn.o_proj.weight,18,o_proj,3584x3584,torch.bfloat16,60.77348327636719,3.6932790279388428,0.06077122502825238,0.01092529296875,0.9664157032966614
model.layers.18.self_attn.q_proj.bias,18,q_proj,3584,torch.bfloat16,148.18801879882812,0.0,0.0,0.0,0.0
model.layers.18.self_attn.q_proj.weight,18,q_proj,3584x3584,torch.bfloat16,57.727108001708984,4.070359706878662,0.07051036935295911,0.0143890380859375,0.968788206577301
model.layers.18.self_attn.v_proj.bias,18,v_proj,512,torch.bfloat16,1.5182030200958252,0.0,0.0,0.0,0.0
model.layers.18.self_attn.v_proj.weight,18,v_proj,512x3584,torch.bfloat16,24.89302635192871,1.4616917371749878,0.05871892458996798,0.0123291015625,0.9636426568031311
model.layers.19.input_layernorm.weight,19,input_layernorm,3584,torch.bfloat16,65.07389831542969,0.0,0.0,0.0,0.0
model.layers.19.mlp.down_proj.weight,19,down_proj,3584x18944,torch.bfloat16,136.16038513183594,0.0,0.0,0.0,0.0
model.layers.19.mlp.gate_proj.weight,19,gate_proj,18944x3584,torch.bfloat16,134.13619995117188,0.0,0.0,0.0,0.0
model.layers.19.mlp.up_proj.weight,19,up_proj,18944x3584,torch.bfloat16,139.46250915527344,0.0,0.0,0.0,0.0
model.layers.19.post_attention_layernorm.weight,19,post_attention_layernorm,3584,torch.bfloat16,58.32222366333008,0.0,0.0,0.0,0.0
model.layers.19.self_attn.k_proj.bias,19,k_proj,512,torch.bfloat16,57.77132034301758,0.0,0.0,0.0,0.0
model.layers.19.self_attn.k_proj.weight,19,k_proj,512x3584,torch.bfloat16,21.27993392944336,1.4914153814315796,0.07008552688070269,0.0118408203125,0.9698916673660278
model.layers.19.self_attn.o_proj.weight,19,o_proj,3584x3584,torch.bfloat16,59.55854797363281,3.615821599960327,0.06071037194461304,0.01129150390625,0.9653823375701904
model.layers.19.self_attn.q_proj.bias,19,q_proj,3584,torch.bfloat16,170.79537963867188,0.0,0.0,0.0,0.0
model.layers.19.self_attn.q_proj.weight,19,q_proj,3584x3584,torch.bfloat16,57.36650848388672,4.214466571807861,0.07346562799776517,0.0137939453125,0.9709460139274597
model.layers.19.self_attn.v_proj.bias,19,v_proj,512,torch.bfloat16,3.296734094619751,0.0,0.0,0.0,0.0
model.layers.19.self_attn.v_proj.weight,19,v_proj,512x3584,torch.bfloat16,25.054658889770508,1.4212894439697266,0.05672755116015651,0.0094451904296875,0.9638900756835938
model.layers.2.input_layernorm.weight,2,input_layernorm,3584,torch.bfloat16,26.16549301147461,0.0,0.0,0.0,0.0
model.layers.2.mlp.down_proj.weight,2,down_proj,3584x18944,torch.bfloat16,114.77550506591797,0.0,0.0,0.0,0.0
model.layers.2.mlp.gate_proj.weight,2,gate_proj,18944x3584,torch.bfloat16,137.99209594726562,0.0,0.0,0.0,0.0
model.layers.2.mlp.up_proj.weight,2,up_proj,18944x3584,torch.bfloat16,111.89690399169922,0.0,0.0,0.0,0.0
model.layers.2.post_attention_layernorm.weight,2,post_attention_layernorm,3584,torch.bfloat16,47.727813720703125,0.0,0.0,0.0,0.0
model.layers.2.self_attn.k_proj.bias,2,k_proj,512,torch.bfloat16,64.38502502441406,0.0,0.0,0.0,0.0
model.layers.2.self_attn.k_proj.weight,2,k_proj,512x3584,torch.bfloat16,31.770132064819336,1.32892644405365,0.04182942775756469,0.010528564453125,0.9504982829093933
model.layers.2.self_attn.o_proj.weight,2,o_proj,3584x3584,torch.bfloat16,50.620033264160156,3.6512234210968018,0.07213000833173948,0.010894775390625,0.9686358571052551
model.layers.2.self_attn.q_proj.bias,2,q_proj,3584,torch.bfloat16,58.40727615356445,0.0,0.0,0.0,0.0
model.layers.2.self_attn.q_proj.weight,2,q_proj,3584x3584,torch.bfloat16,65.34935760498047,3.6413838863372803,0.05572180079180701,0.01312255859375,0.9643536806106567
model.layers.2.self_attn.v_proj.bias,2,v_proj,512,torch.bfloat16,1.252776026725769,0.0,0.0,0.0,0.0
model.layers.2.self_attn.v_proj.weight,2,v_proj,512x3584,torch.bfloat16,14.764898300170898,0.9908326268196106,0.06710731131877434,0.005950927734375,0.9680448174476624
model.layers.20.input_layernorm.weight,20,input_layernorm,3584,torch.bfloat16,63.382022857666016,0.0,0.0,0.0,0.0
model.layers.20.mlp.down_proj.weight,20,down_proj,3584x18944,torch.bfloat16,136.98927307128906,0.0,0.0,0.0,0.0
model.layers.20.mlp.gate_proj.weight,20,gate_proj,18944x3584,torch.bfloat16,133.6063232421875,0.0,0.0,0.0,0.0
model.layers.20.mlp.up_proj.weight,20,up_proj,18944x3584,torch.bfloat16,140.1681671142578,0.0,0.0,0.0,0.0
model.layers.20.post_attention_layernorm.weight,20,post_attention_layernorm,3584,torch.bfloat16,60.90281677246094,0.0,0.0,0.0,0.0
model.layers.20.self_attn.k_proj.bias,20,k_proj,512,torch.bfloat16,16.179548263549805,0.0,0.0,0.0,0.0
model.layers.20.self_attn.k_proj.weight,20,k_proj,512x3584,torch.bfloat16,22.319252014160156,1.4297987222671509,0.06406122935302823,0.00946044921875,0.9695886969566345
model.layers.20.self_attn.o_proj.weight,20,o_proj,3584x3584,torch.bfloat16,60.84767150878906,4.1939167976379395,0.0689248527288699,0.011753082275390625,0.9700859189033508
model.layers.20.self_attn.q_proj.bias,20,q_proj,3584,torch.bfloat16,79.29751586914062,0.0,0.0,0.0,0.0
model.layers.20.self_attn.q_proj.weight,20,q_proj,3584x3584,torch.bfloat16,58.6688346862793,4.318277359008789,0.07360428040031775,0.0152587890625,0.9711435437202454
model.layers.20.self_attn.v_proj.bias,20,v_proj,512,torch.bfloat16,2.4230167865753174,0.0,0.0,0.0,0.0
model.layers.20.self_attn.v_proj.weight,20,v_proj,512x3584,torch.bfloat16,25.890562057495117,1.5894781351089478,0.061392183436543284,0.01123046875,0.9651200175285339
model.layers.21.input_layernorm.weight,21,input_layernorm,3584,torch.bfloat16,59.94219970703125,0.0,0.0,0.0,0.0
model.layers.21.mlp.down_proj.weight,21,down_proj,3584x18944,torch.bfloat16,136.9502716064453,0.0,0.0,0.0,0.0
model.layers.21.mlp.gate_proj.weight,21,gate_proj,18944x3584,torch.bfloat16,135.70843505859375,0.0,0.0,0.0,0.0
model.layers.21.mlp.up_proj.weight,21,up_proj,18944x3584,torch.bfloat16,140.15362548828125,0.0,0.0,0.0,0.0
model.layers.21.post_attention_layernorm.weight,21,post_attention_layernorm,3584,torch.bfloat16,66.64929962158203,0.0,0.0,0.0,0.0
model.layers.21.self_attn.k_proj.bias,21,k_proj,512,torch.bfloat16,16.684141159057617,0.0,0.0,0.0,0.0
model.layers.21.self_attn.k_proj.weight,21,k_proj,512x3584,torch.bfloat16,19.950254440307617,1.4777950048446655,0.0740739928538916,0.01080322265625,0.9734992980957031
model.layers.21.self_attn.o_proj.weight,21,o_proj,3584x3584,torch.bfloat16,63.18655776977539,4.3753204345703125,0.06924448156381767,0.0129852294921875,0.9701962471008301
model.layers.21.self_attn.q_proj.bias,21,q_proj,3584,torch.bfloat16,84.03852081298828,0.0,0.0,0.0,0.0
model.layers.21.self_attn.q_proj.weight,21,q_proj,3584x3584,torch.bfloat16,57.081825256347656,4.147176265716553,0.07265318246380664,0.0133056640625,0.972642719745636
model.layers.21.self_attn.v_proj.bias,21,v_proj,512,torch.bfloat16,2.1306240558624268,0.0,0.0,0.0,0.0
model.layers.21.self_attn.v_proj.weight,21,v_proj,512x3584,torch.bfloat16,27.74821662902832,1.633993148803711,0.05888642036527627,0.010162353515625,0.9660176038742065
model.layers.22.input_layernorm.weight,22,input_layernorm,3584,torch.bfloat16,62.66670608520508,0.0,0.0,0.0,0.0
model.layers.22.mlp.down_proj.weight,22,down_proj,3584x18944,torch.bfloat16,137.9902801513672,0.0,0.0,0.0,0.0
model.layers.22.mlp.gate_proj.weight,22,gate_proj,18944x3584,torch.bfloat16,135.8865509033203,0.0,0.0,0.0,0.0
model.layers.22.mlp.up_proj.weight,22,up_proj,18944x3584,torch.bfloat16,140.89122009277344,0.0,0.0,0.0,0.0
model.layers.22.post_attention_layernorm.weight,22,post_attention_layernorm,3584,torch.bfloat16,73.50001525878906,0.0,0.0,0.0,0.0
model.layers.22.self_attn.k_proj.bias,22,k_proj,512,torch.bfloat16,15.573338508605957,0.0,0.0,0.0,0.0
model.layers.22.self_attn.k_proj.weight,22,k_proj,512x3584,torch.bfloat16,19.45240020751953,1.533835768699646,0.07885072033973091,0.0142669677734375,0.9730491638183594
model.layers.22.self_attn.o_proj.weight,22,o_proj,3584x3584,torch.bfloat16,63.47041702270508,5.0836639404296875,0.08009501400646421,0.01720428466796875,0.9697026014328003
model.layers.22.self_attn.q_proj.bias,22,q_proj,3584,torch.bfloat16,72.40621185302734,0.0,0.0,0.0,0.0
model.layers.22.self_attn.q_proj.weight,22,q_proj,3584x3584,torch.bfloat16,58.092315673828125,4.651981353759766,0.08007911717410822,0.017669677734375,0.9742749929428101
model.layers.22.self_attn.v_proj.bias,22,v_proj,512,torch.bfloat16,2.4731712341308594,0.0,0.0,0.0,0.0
model.layers.22.self_attn.v_proj.weight,22,v_proj,512x3584,torch.bfloat16,27.147113800048828,1.645231008529663,0.060604269781589226,0.0111083984375,0.9654426574707031
model.layers.23.input_layernorm.weight,23,input_layernorm,3584,torch.bfloat16,58.69769287109375,0.0,0.0,0.0,0.0
model.layers.23.mlp.down_proj.weight,23,down_proj,3584x18944,torch.bfloat16,137.8665771484375,0.0,0.0,0.0,0.0
model.layers.23.mlp.gate_proj.weight,23,gate_proj,18944x3584,torch.bfloat16,137.11077880859375,0.0,0.0,0.0,0.0
