name,layer,module,shape,dtype,base_fro,diff_fro,rel_fro,diff_absmax,n_changed_frac
model.layers.11.self_attn.o_proj.weight,11,o_proj,3584x3584,torch.bfloat16,55.2630500793457,3.5282881259918213,0.06384533826717795,0.010875701904296875,0.9660809636116028
model.layers.11.self_attn.q_proj.bias,11,q_proj,3584,torch.bfloat16,114.61936950683594,0.0,0.0,0.0,0.0
model.layers.11.self_attn.q_proj.weight,11,q_proj,3584x3584,torch.bfloat16,64.20941925048828,3.4725944995880127,0.05408232219078364,0.0128173828125,0.9599004983901978
model.layers.11.self_attn.v_proj.bias,11,v_proj,512,torch.bfloat16,1.653372883796692,0.0,0.0,0.0,0.0
model.layers.11.self_attn.v_proj.weight,11,v_proj,512x3584,torch.bfloat16,19.79438018798828,1.0834606885910034,0.05473577239101804,0.0111846923828125,0.9586579203605652
model.layers.12.input_layernorm.weight,12,input_layernorm,3584,torch.bfloat16,54.82129669189453,0.0,0.0,0.0,0.0
model.layers.12.mlp.down_proj.weight,12,down_proj,3584x18944,torch.bfloat16,134.86900329589844,0.0,0.0,0.0,0.0
model.layers.12.mlp.gate_proj.weight,12,gate_proj,18944x3584,torch.bfloat16,135.5494384765625,0.0,0.0,0.0,0.0
model.layers.12.mlp.up_proj.weight,12,up_proj,18944x3584,torch.bfloat16,135.9744873046875,0.0,0.0,0.0,0.0
model.layers.12.post_attention_layernorm.weight,12,post_attention_layernorm,3584,torch.bfloat16,49.13087463378906,0.0,0.0,0.0,0.0
model.layers.12.self_attn.k_proj.bias,12,k_proj,512,torch.bfloat16,25.71873664855957,0.0,0.0,0.0,0.0
model.layers.12.self_attn.k_proj.weight,12,k_proj,512x3584,torch.bfloat16,26.824262619018555,1.2284047603607178,0.04579453973470166,0.009273529052734375,0.9539435505867004
model.layers.12.self_attn.o_proj.weight,12,o_proj,3584x3584,torch.bfloat16,55.58864974975586,3.2172396183013916,0.057875836754166195,0.010498046875,0.9631584286689758
model.layers.12.self_attn.q_proj.bias,12,q_proj,3584,torch.bfloat16,88.08363342285156,0.0,0.0,0.0,0.0
model.layers.12.self_attn.q_proj.weight,12,q_proj,3584x3584,torch.bfloat16,62.248077392578125,3.426266670227051,0.055042128427818186,0.00970458984375,0.9642940163612366
model.layers.12.self_attn.v_proj.bias,12,v_proj,512,torch.bfloat16,1.7421482801437378,0.0,0.0,0.0,0.0
model.layers.12.self_attn.v_proj.weight,12,v_proj,512x3584,torch.bfloat16,20.58383560180664,1.259522795677185,0.06118989774513341,0.010711669921875,0.960692286491394
model.layers.13.input_layernorm.weight,13,input_layernorm,3584,torch.bfloat16,58.46418380737305,0.0,0.0,0.0,0.0
model.layers.13.mlp.down_proj.weight,13,down_proj,3584x18944,torch.bfloat16,132.7661590576172,0.0,0.0,0.0,0.0
model.layers.13.mlp.gate_proj.weight,13,gate_proj,18944x3584,torch.bfloat16,138.33941650390625,0.0,0.0,0.0,0.0
model.layers.13.mlp.up_proj.weight,13,up_proj,18944x3584,torch.bfloat16,134.4014129638672,0.0,0.0,0.0,0.0
model.layers.13.post_attention_layernorm.weight,13,post_attention_layernorm,3584,torch.bfloat16,49.37841796875,0.0,0.0,0.0,0.0
model.layers.13.self_attn.k_proj.bias,13,k_proj,512,torch.bfloat16,62.11220932006836,0.0,0.0,0.0,0.0
model.layers.13.self_attn.k_proj.weight,13,k_proj,512x3584,torch.bfloat16,25.605587005615234,1.2630592584609985,0.04932748693416063,0.008991241455078125,0.9590552449226379
model.layers.13.self_attn.o_proj.weight,13,o_proj,3584x3584,torch.bfloat16,57.490684509277344,3.1352477073669434,0.054534882200976485,0.009765625,0.9626105427742004
model.layers.13.self_attn.q_proj.bias,13,q_proj,3584,torch.bfloat16,77.86427307128906,0.0,0.0,0.0,0.0
model.layers.13.self_attn.q_proj.weight,13,q_proj,3584x3584,torch.bfloat16,61.010520935058594,3.590385913848877,0.058848635593041244,0.008880615234375,0.9650329351425171
model.layers.13.self_attn.v_proj.bias,13,v_proj,512,torch.bfloat16,0.8435591459274292,0.0,0.0,0.0,0.0
model.layers.13.self_attn.v_proj.weight,13,v_proj,512x3584,torch.bfloat16,22.4603214263916,1.0702675580978394,0.04765148003804792,0.0073699951171875,0.9551925659179688
model.layers.14.input_layernorm.weight,14,input_layernorm,3584,torch.bfloat16,63.546268463134766,0.0,0.0,0.0,0.0
model.layers.14.mlp.down_proj.weight,14,down_proj,3584x18944,torch.bfloat16,133.95664978027344,0.0,0.0,0.0,0.0
model.layers.14.mlp.gate_proj.weight,14,gate_proj,18944x3584,torch.bfloat16,135.9489288330078,0.0,0.0,0.0,0.0
model.layers.14.mlp.up_proj.weight,14,up_proj,18944x3584,torch.bfloat16,135.40969848632812,0.0,0.0,0.0,0.0
model.layers.14.post_attention_layernorm.weight,14,post_attention_layernorm,3584,torch.bfloat16,51.23768615722656,0.0,0.0,0.0,0.0
model.layers.14.self_attn.k_proj.bias,14,k_proj,512,torch.bfloat16,22.05521583557129,0.0,0.0,0.0,0.0
model.layers.14.self_attn.k_proj.weight,14,k_proj,512x3584,torch.bfloat16,25.308452606201172,1.448595404624939,0.05723761255439215,0.01177978515625,0.9622235894203186
model.layers.14.self_attn.o_proj.weight,14,o_proj,3584x3584,torch.bfloat16,54.586673736572266,3.0286104679107666,0.055482597868601075,0.00927734375,0.9613197445869446
model.layers.14.self_attn.q_proj.bias,14,q_proj,3584,torch.bfloat16,85.22459411621094,0.0,0.0,0.0,0.0
model.layers.14.self_attn.q_proj.weight,14,q_proj,3584x3584,torch.bfloat16,59.85979080200195,3.9061214923858643,0.0652545129218064,0.01331329345703125,0.9664351940155029
model.layers.14.self_attn.v_proj.bias,14,v_proj,512,torch.bfloat16,2.0026698112487793,0.0,0.0,0.0,0.0
model.layers.14.self_attn.v_proj.weight,14,v_proj,512x3584,torch.bfloat16,19.7587947845459,1.1212033033370972,0.056744518861749235,0.007293701171875,0.9638083577156067
model.layers.15.input_layernorm.weight,15,input_layernorm,3584,torch.bfloat16,53.99984359741211,0.0,0.0,0.0,0.0
model.layers.15.mlp.down_proj.weight,15,down_proj,3584x18944,torch.bfloat16,134.9676513671875,0.0,0.0,0.0,0.0
model.layers.15.mlp.gate_proj.weight,15,gate_proj,18944x3584,torch.bfloat16,134.334228515625,0.0,0.0,0.0,0.0
model.layers.15.mlp.up_proj.weight,15,up_proj,18944x3584,torch.bfloat16,136.9013214111328,0.0,0.0,0.0,0.0
model.layers.15.post_attention_layernorm.weight,15,post_attention_layernorm,3584,torch.bfloat16,51.83001708984375,0.0,0.0,0.0,0.0
model.layers.15.self_attn.k_proj.bias,15,k_proj,512,torch.bfloat16,33.996070861816406,0.0,0.0,0.0,0.0
model.layers.15.self_attn.k_proj.weight,15,k_proj,512x3584,torch.bfloat16,26.498058319091797,1.1604135036468506,0.04379239752864364,0.007965087890625,0.9526132941246033
model.layers.15.self_attn.o_proj.weight,15,o_proj,3584x3584,torch.bfloat16,55.3022575378418,3.485755681991577,0.06303098349296811,0.01171875,0.9661577343940735
model.layers.15.self_attn.q_proj.bias,15,q_proj,3584,torch.bfloat16,99.44635772705078,0.0,0.0,0.0,0.0
model.layers.15.self_attn.q_proj.weight,15,q_proj,3584x3584,torch.bfloat16,62.1768798828125,3.7066025733947754,0.05961384007014781,0.0114288330078125,0.9642093181610107
model.layers.15.self_attn.v_proj.bias,15,v_proj,512,torch.bfloat16,1.3978468179702759,0.0,0.0,0.0,0.0
model.layers.15.self_attn.v_proj.weight,15,v_proj,512x3584,torch.bfloat16,20.84438705444336,1.0897867679595947,0.05228202513766347,0.0074462890625,0.9579789042472839
model.layers.16.input_layernorm.weight,16,input_layernorm,3584,torch.bfloat16,67.4827651977539,0.0,0.0,0.0,0.0
model.layers.16.mlp.down_proj.weight,16,down_proj,3584x18944,torch.bfloat16,134.11846923828125,0.0,0.0,0.0,0.0
model.layers.16.mlp.gate_proj.weight,16,gate_proj,18944x3584,torch.bfloat16,134.15736389160156,0.0,0.0,0.0,0.0
model.layers.16.mlp.up_proj.weight,16,up_proj,18944x3584,torch.bfloat16,136.6593017578125,0.0,0.0,0.0,0.0
model.layers.16.post_attention_layernorm.weight,16,post_attention_layernorm,3584,torch.bfloat16,53.65161895751953,0.0,0.0,0.0,0.0
model.layers.16.self_attn.k_proj.bias,16,k_proj,512,torch.bfloat16,30.36789321899414,0.0,0.0,0.0,0.0
model.layers.16.self_attn.k_proj.weight,16,k_proj,512x3584,torch.bfloat16,23.770418167114258,1.307983636856079,0.05502568897444302,0.00897216796875,0.9621167778968811
model.layers.16.self_attn.o_proj.weight,16,o_proj,3584x3584,torch.bfloat16,57.12744140625,3.1968014240264893,0.055959121314275155,0.0125732421875,0.9633679986000061
model.layers.16.self_attn.q_proj.bias,16,q_proj,3584,torch.bfloat16,71.73516845703125,0.0,0.0,0.0,0.0
model.layers.16.self_attn.q_proj.weight,16,q_proj,3584x3584,torch.bfloat16,59.471405029296875,3.6125783920288086,0.06074479643198569,0.00965118408203125,0.9666115641593933
model.layers.16.self_attn.v_proj.bias,16,v_proj,512,torch.bfloat16,1.0976611375808716,0.0,0.0,0.0,0.0
model.layers.16.self_attn.v_proj.weight,16,v_proj,512x3584,torch.bfloat16,22.406259536743164,1.1003621816635132,0.049109588321025716,0.0076904296875,0.9551004767417908
model.layers.17.input_layernorm.weight,17,input_layernorm,3584,torch.bfloat16,69.11229705810547,0.0,0.0,0.0,0.0
model.layers.17.mlp.down_proj.weight,17,down_proj,3584x18944,torch.bfloat16,134.33287048339844,0.0,0.0,0.0,0.0
model.layers.17.mlp.gate_proj.weight,17,gate_proj,18944x3584,torch.bfloat16,132.8008575439453,0.0,0.0,0.0,0.0
model.layers.17.mlp.up_proj.weight,17,up_proj,18944x3584,torch.bfloat16,137.4358367919922,0.0,0.0,0.0,0.0
model.layers.17.post_attention_layernorm.weight,17,post_attention_layernorm,3584,torch.bfloat16,55.21399688720703,0.0,0.0,0.0,0.0
model.layers.17.self_attn.k_proj.bias,17,k_proj,512,torch.bfloat16,22.611740112304688,0.0,0.0,0.0,0.0
model.layers.17.self_attn.k_proj.weight,17,k_proj,512x3584,torch.bfloat16,24.23771858215332,1.4019010066986084,0.05783964369199558,0.0122833251953125,0.9635565876960754
model.layers.17.self_attn.o_proj.weight,17,o_proj,3584x3584,torch.bfloat16,56.83274841308594,3.657102346420288,0.06434850413776975,0.0098876953125,0.9685857892036438
model.layers.17.self_attn.q_proj.bias,17,q_proj,3584,torch.bfloat16,77.7809066772461,0.0,0.0,0.0,0.0
model.layers.17.self_attn.q_proj.weight,17,q_proj,3584x3584,torch.bfloat16,61.21364974975586,3.5541000366210938,0.05806058046122742,0.01007080078125,0.9643616080284119
model.layers.17.self_attn.v_proj.bias,17,v_proj,512,torch.bfloat16,1.3794001340866089,0.0,0.0,0.0,0.0
model.layers.17.self_attn.v_proj.weight,17,v_proj,512x3584,torch.bfloat16,22.07790756225586,1.1943687200546265,0.05409791288810837,0.0105438232421875,0.9591947197914124
model.layers.18.input_layernorm.weight,18,input_layernorm,3584,torch.bfloat16,66.10709381103516,0.0,0.0,0.0,0.0
model.layers.18.mlp.down_proj.weight,18,down_proj,3584x18944,torch.bfloat16,136.90432739257812,0.0,0.0,0.0,0.0
model.layers.18.mlp.gate_proj.weight,18,gate_proj,18944x3584,torch.bfloat16,132.34999084472656,0.0,0.0,0.0,0.0
model.layers.18.mlp.up_proj.weight,18,up_proj,18944x3584,torch.bfloat16,139.77610778808594,0.0,0.0,0.0,0.0
model.layers.18.post_attention_layernorm.weight,18,post_attention_layernorm,3584,torch.bfloat16,55.72322463989258,0.0,0.0,0.0,0.0
model.layers.18.self_attn.k_proj.bias,18,k_proj,512,torch.bfloat16,21.95378875732422,0.0,0.0,0.0,0.0
model.layers.18.self_attn.k_proj.weight,18,k_proj,512x3584,torch.bfloat16,23.11329460144043,1.3721048831939697,0.059364314211979956,0.0084228515625,0.9648104906082153
model.layers.18.self_attn.o_proj.weight,18,o_proj,3584x3584,torch.bfloat16,60.77348327636719,3.5494210720062256,0.058404107855152,0.009490966796875,0.9666045308113098
model.layers.18.self_attn.q_proj.bias,18,q_proj,3584,torch.bfloat16,148.18801879882812,0.0,0.0,0.0,0.0
model.layers.18.self_attn.q_proj.weight,18,q_proj,3584x3584,torch.bfloat16,57.727108001708984,3.8899948596954346,0.06738593001368219,0.01190185546875,0.9689964652061462
model.layers.18.self_attn.v_proj.bias,18,v_proj,512,torch.bfloat16,1.5182030200958252,0.0,0.0,0.0,0.0
model.layers.18.self_attn.v_proj.weight,18,v_proj,512x3584,torch.bfloat16,24.89302635192871,1.3724364042282104,0.05513336887308096,0.009521484375,0.9621838331222534
model.layers.19.input_layernorm.weight,19,input_layernorm,3584,torch.bfloat16,65.07389831542969,0.0,0.0,0.0,0.0
model.layers.19.mlp.down_proj.weight,19,down_proj,3584x18944,torch.bfloat16,136.16038513183594,0.0,0.0,0.0,0.0
model.layers.19.mlp.gate_proj.weight,19,gate_proj,18944x3584,torch.bfloat16,134.13619995117188,0.0,0.0,0.0,0.0
model.layers.19.mlp.up_proj.weight,19,up_proj,18944x3584,torch.bfloat16,139.46250915527344,0.0,0.0,0.0,0.0
model.layers.19.post_attention_layernorm.weight,19,post_attention_layernorm,3584,torch.bfloat16,58.32222366333008,0.0,0.0,0.0,0.0
model.layers.19.self_attn.k_proj.bias,19,k_proj,512,torch.bfloat16,57.77132034301758,0.0,0.0,0.0,0.0
model.layers.19.self_attn.k_proj.weight,19,k_proj,512x3584,torch.bfloat16,21.27993392944336,1.4275143146514893,0.0670826478777902,0.01073455810546875,0.9675952196121216
model.layers.19.self_attn.o_proj.weight,19,o_proj,3584x3584,torch.bfloat16,59.55854797363281,3.344027042388916,0.0561468866546134,0.010589599609375,0.9613149166107178
model.layers.19.self_attn.q_proj.bias,19,q_proj,3584,torch.bfloat16,170.79537963867188,0.0,0.0,0.0,0.0
model.layers.19.self_attn.q_proj.weight,19,q_proj,3584x3584,torch.bfloat16,57.36650848388672,4.083388328552246,0.071180701710288,0.011932373046875,0.9702447652816772
model.layers.19.self_attn.v_proj.bias,19,v_proj,512,torch.bfloat16,3.296734094619751,0.0,0.0,0.0,0.0
model.layers.19.self_attn.v_proj.weight,19,v_proj,512x3584,torch.bfloat16,25.054658889770508,1.3719536066055298,0.054758422880212536,0.009521484375,0.9634197950363159
model.layers.2.input_layernorm.weight,2,input_layernorm,3584,torch.bfloat16,26.16549301147461,0.0,0.0,0.0,0.0
model.layers.2.mlp.down_proj.weight,2,down_proj,3584x18944,torch.bfloat16,114.77550506591797,0.0,0.0,0.0,0.0
model.layers.2.mlp.gate_proj.weight,2,gate_proj,18944x3584,torch.bfloat16,137.99209594726562,0.0,0.0,0.0,0.0
model.layers.2.mlp.up_proj.weight,2,up_proj,18944x3584,torch.bfloat16,111.89690399169922,0.0,0.0,0.0,0.0
model.layers.2.post_attention_layernorm.weight,2,post_attention_layernorm,3584,torch.bfloat16,47.727813720703125,0.0,0.0,0.0,0.0
model.layers.2.self_attn.k_proj.bias,2,k_proj,512,torch.bfloat16,64.38502502441406,0.0,0.0,0.0,0.0
model.layers.2.self_attn.k_proj.weight,2,k_proj,512x3584,torch.bfloat16,31.770132064819336,1.5215198993682861,0.04789151950215346,0.0107421875,0.9528312683105469
model.layers.2.self_attn.o_proj.weight,2,o_proj,3584x3584,torch.bfloat16,50.620033264160156,3.5157032012939453,0.06945280306212527,0.0130462646484375,0.9668639302253723
model.layers.2.self_attn.q_proj.bias,2,q_proj,3584,torch.bfloat16,58.40727615356445,0.0,0.0,0.0,0.0
model.layers.2.self_attn.q_proj.weight,2,q_proj,3584x3584,torch.bfloat16,65.34935760498047,3.683295726776123,0.05636315124994294,0.01171875,0.9639236927032471
model.layers.2.self_attn.v_proj.bias,2,v_proj,512,torch.bfloat16,1.252776026725769,0.0,0.0,0.0,0.0
model.layers.2.self_attn.v_proj.weight,2,v_proj,512x3584,torch.bfloat16,14.764898300170898,1.024274230003357,0.06937225094137636,0.00726318359375,0.9678469896316528
model.layers.20.input_layernorm.weight,20,input_layernorm,3584,torch.bfloat16,63.382022857666016,0.0,0.0,0.0,0.0
model.layers.20.mlp.down_proj.weight,20,down_proj,3584x18944,torch.bfloat16,136.98927307128906,0.0,0.0,0.0,0.0
model.layers.20.mlp.gate_proj.weight,20,gate_proj,18944x3584,torch.bfloat16,133.6063232421875,0.0,0.0,0.0,0.0
model.layers.20.mlp.up_proj.weight,20,up_proj,18944x3584,torch.bfloat16,140.1681671142578,0.0,0.0,0.0,0.0
model.layers.20.post_attention_layernorm.weight,20,post_attention_layernorm,3584,torch.bfloat16,60.90281677246094,0.0,0.0,0.0,0.0
model.layers.20.self_attn.k_proj.bias,20,k_proj,512,torch.bfloat16,16.179548263549805,0.0,0.0,0.0,0.0
model.layers.20.self_attn.k_proj.weight,20,k_proj,512x3584,torch.bfloat16,22.319252014160156,1.6095571517944336,0.0721151923358933,0.0107879638671875,0.9706230163574219
model.layers.20.self_attn.o_proj.weight,20,o_proj,3584x3584,torch.bfloat16,60.84767150878906,4.138319492340088,0.06801113978112266,0.01409912109375,0.9699614644050598
model.layers.20.self_attn.q_proj.bias,20,q_proj,3584,torch.bfloat16,79.29751586914062,0.0,0.0,0.0,0.0
model.layers.20.self_attn.q_proj.weight,20,q_proj,3584x3584,torch.bfloat16,58.6688346862793,4.46127986907959,0.07604173310984368,0.01416015625,0.9721683859825134
model.layers.20.self_attn.v_proj.bias,20,v_proj,512,torch.bfloat16,2.4230167865753174,0.0,0.0,0.0,0.0
model.layers.20.self_attn.v_proj.weight,20,v_proj,512x3584,torch.bfloat16,25.890562057495117,1.4827882051467896,0.05727137950323229,0.0118865966796875,0.9623832702636719
model.layers.21.input_layernorm.weight,21,input_layernorm,3584,torch.bfloat16,59.94219970703125,0.0,0.0,0.0,0.0
model.layers.21.mlp.down_proj.weight,21,down_proj,3584x18944,torch.bfloat16,136.9502716064453,0.0,0.0,0.0,0.0
model.layers.21.mlp.gate_proj.weight,21,gate_proj,18944x3584,torch.bfloat16,135.70843505859375,0.0,0.0,0.0,0.0
model.layers.21.mlp.up_proj.weight,21,up_proj,18944x3584,torch.bfloat16,140.15362548828125,0.0,0.0,0.0,0.0
model.layers.21.post_attention_layernorm.weight,21,post_attention_layernorm,3584,torch.bfloat16,66.64929962158203,0.0,0.0,0.0,0.0
model.layers.21.self_attn.k_proj.bias,21,k_proj,512,torch.bfloat16,16.684141159057617,0.0,0.0,0.0,0.0
model.layers.21.self_attn.k_proj.weight,21,k_proj,512x3584,torch.bfloat16,19.950254440307617,1.4202461242675781,0.07118937397600825,0.009983062744140625,0.9716437458992004
model.layers.21.self_attn.o_proj.weight,21,o_proj,3584x3584,torch.bfloat16,63.18655776977539,3.970369577407837,0.062835668179206,0.012451171875,0.9652489423751831
model.layers.21.self_attn.q_proj.bias,21,q_proj,3584,torch.bfloat16,84.03852081298828,0.0,0.0,0.0,0.0
model.layers.21.self_attn.q_proj.weight,21,q_proj,3584x3584,torch.bfloat16,57.081825256347656,4.278864860534668,0.07496019689837873,0.0150146484375,0.9728212356567383
model.layers.21.self_attn.v_proj.bias,21,v_proj,512,torch.bfloat16,2.1306240558624268,0.0,0.0,0.0,0.0
model.layers.21.self_attn.v_proj.weight,21,v_proj,512x3584,torch.bfloat16,27.74821662902832,1.4926668405532837,0.05379325311276963,0.010101318359375,0.9628922343254089
model.layers.22.input_layernorm.weight,22,input_layernorm,3584,torch.bfloat16,62.66670608520508,0.0,0.0,0.0,0.0
model.layers.22.mlp.down_proj.weight,22,down_proj,3584x18944,torch.bfloat16,137.9902801513672,0.0,0.0,0.0,0.0
model.layers.22.mlp.gate_proj.weight,22,gate_proj,18944x3584,torch.bfloat16,135.8865509033203,0.0,0.0,0.0,0.0
model.layers.22.mlp.up_proj.weight,22,up_proj,18944x3584,torch.bfloat16,140.89122009277344,0.0,0.0,0.0,0.0
model.layers.22.post_attention_layernorm.weight,22,post_attention_layernorm,3584,torch.bfloat16,73.50001525878906,0.0,0.0,0.0,0.0
model.layers.22.self_attn.k_proj.bias,22,k_proj,512,torch.bfloat16,15.573338508605957,0.0,0.0,0.0,0.0
model.layers.22.self_attn.k_proj.weight,22,k_proj,512x3584,torch.bfloat16,19.45240020751953,1.3378392457962036,0.06877502166951345,0.00982666015625,0.9721908569335938
model.layers.22.self_attn.o_proj.weight,22,o_proj,3584x3584,torch.bfloat16,63.47041702270508,4.698482036590576,0.07402633001308,0.013671875,0.9681169986724854
model.layers.22.self_attn.q_proj.bias,22,q_proj,3584,torch.bfloat16,72.40621185302734,0.0,0.0,0.0,0.0
model.layers.22.self_attn.q_proj.weight,22,q_proj,3584x3584,torch.bfloat16,58.092315673828125,4.66780424118042,0.08035149205256022,0.015773773193359375,0.9740974307060242
model.layers.22.self_attn.v_proj.bias,22,v_proj,512,torch.bfloat16,2.4731712341308594,0.0,0.0,0.0,0.0
model.layers.22.self_attn.v_proj.weight,22,v_proj,512x3584,torch.bfloat16,27.147113800048828,1.4681508541107178,0.05408128705409844,0.009521484375,0.9608862996101379
model.layers.23.input_layernorm.weight,23,input_layernorm,3584,torch.bfloat16,58.69769287109375,0.0,0.0,0.0,0.0
model.layers.23.mlp.down_proj.weight,23,down_proj,3584x18944,torch.bfloat16,137.8665771484375,0.0,0.0,0.0,0.0
